,workclass,fnlwgt,education,edu-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hrs-per-week,native-country,earnings,age
234, Private,76714, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, >50K,28
235, State-gov,268700, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,59
236, State-gov,170525, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K,40
237, Private,180138, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, >50K,41
238, Local-gov,115076, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K,38
239, Private,115458, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K,23
240, Private,347890, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,40
241, Self-emp-not-inc,196001, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, <=50K,41
242, State-gov,273905, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K,24
243, ?,119156, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K,20
244, Private,179488, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States, <=50K,38
245, Private,203580, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, ?, <=50K,56
246, Private,236596, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K,58
247, Private,183916, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K,32
248, Private,207578, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,60, United-States, >50K,40
249, Private,153141, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, ?, <=50K,45
250, Private,112763, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,41
251, Private,390781, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K,42
252, Local-gov,171328, 10th,6, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K,59
253, Local-gov,27382, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,19
254, Private,259014, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K,58
255, Self-emp-not-inc,303044, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K,42
256, Private,117789, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K,20
257, Private,172579, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K,32
258, Private,187666, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K,45
259, Private,204518, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,50
260, Private,150042, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K,36
261, Private,98092, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K,45
262, Private,245918, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K,17
263, Private,146013, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States, <=50K,59
264, Private,378322, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,26
265, Self-emp-inc,257295, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand, >50K,37
266, ?,218956, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,24, Canada, <=50K,19
267, Private,21174, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,64
268, Private,185480, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K,33
269, Private,222205, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K,33
270, Private,69867, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,61
271, Private,191260, 9th,5, Never-married, Other-service, Own-child, White, Male,1055,0,24, United-States, <=50K,17
272, Self-emp-not-inc,30653, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States, <=50K,50
273, Local-gov,209109, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K,27
274, Private,70377, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K,30
275, Private,477983, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K,43
276, Private,170924, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K,44
277, Private,190174, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,35
278, Private,193787, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K,25
279, Private,279472, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States, >50K,24
280, Private,34918, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany, <=50K,22
281, Local-gov,97688, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K,42
282, Private,175413, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K,34
283, Private,173960, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K,60
284, Private,205759, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,21
285, Federal-gov,425161, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K,57
286, Private,220531, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K,41
287, Private,176609, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K,50
288, Private,371987, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,25
289, Private,193884, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K,50
290, Private,200352, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K,36
291, Private,127595, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,31
292, Local-gov,220419, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K,29
293, Private,231931, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K,21
294, Private,248402, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K,27
295, Private,111095, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K,65
296, Self-emp-inc,57424, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K,37
297, ?,157443, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464,0,40, ?, <=50K,39
298, Private,278130, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,24
299, Private,169469, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K,38
300, Private,146268, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States, >50K,48
301, Private,153718, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K,21
302, Private,217460, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K,31
303, Private,238638, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States, >50K,55
304, Private,303296, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K,24
305, Private,173321, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,43
306, Private,193945, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K,26
307, Private,83082, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States, <=50K,46
308, Private,193815, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,35
309, Self-emp-inc,34987, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K,41
310, Private,59306, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,26
311, Private,142897, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan, >50K,34
312, ?,860348, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,25, United-States, <=50K,19
313, Self-emp-not-inc,205607, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K,36
314, Private,199698, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K,22
315, Private,191954, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,24
316, Self-emp-not-inc,138714, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,77
317, Private,399087, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K,22
318, Private,423158, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K,29
319, Private,159841, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K,62
320, Self-emp-not-inc,174308, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,39
321, Private,50356, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States, <=50K,43
322, Private,186110, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K,35
323, Private,200381, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,29
324, Self-emp-not-inc,174309, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K,76
325, Self-emp-not-inc,78383, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K,63
326, ?,211601, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,15, United-States, <=50K,23
327, Private,187728, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States, >50K,43
328, Self-emp-not-inc,321171, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,58
329, Private,127921, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States, <=50K,66
330, Private,206565, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K,41
331, Private,224563, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K,26
332, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,47
333, Local-gov,98545, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,55
334, Private,242606, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,53
335, Private,270942, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico, <=50K,17
336, Private,94235, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K,30
337, Private,71195, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K,49
338, Private,104112, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti, <=50K,19
339, Private,261192, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K,45
340, Private,94936, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,26
341, Private,296478, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K,38
342, State-gov,119272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K,36
343, Private,85043, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K,33
344, State-gov,293364, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K,22
345, Self-emp-not-inc,241895, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K,43
346, ?,36135, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K,67
347, ?,151989, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K,30
348, Private,101128, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25, Iran, <=50K,56
349, Private,156464, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K,31
350, Private,117963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,33
351, Private,192262, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,26
352, Private,111363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,33
353, Local-gov,329752, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K,46
354, ?,372020, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K,59
355, Federal-gov,95432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,38
356, Private,161400, 11th,7, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K,65
357, Private,96129, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K,40
358, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K,42
359, Self-emp-not-inc,117125, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K,26
360, Private,348022, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States, <=50K,36
361, Private,270092, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,62
362, Private,180609, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K,43
363, Private,174575, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45, United-States, >50K,43
364, Private,410439, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K,22
365, Private,92262, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,28
366, Self-emp-not-inc,183081, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K,56
367, Private,362589, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K,22
368, Private,212448, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K,57
369, Private,481060, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,39
370, Federal-gov,185885, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K,26
371, Private,89821, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K,17
